x,y,Analytical solution,Numerical solution
-0.317073,0.902439,0.166944,0.165604
-0.317073,0.951219,0.0856125,0.0849425
-0.268293,-0.951219,0.0883302,0.0876344
-0.268293,-0.902439,0.172244,0.170852
-0.268293,-0.853659,0.251741,0.24967
-0.268293,-0.804878,0.326822,0.324071
-0.268293,-0.756098,0.397486,0.394088
-0.268293,-0.707317,0.463733,0.459689
-0.268293,-0.658537,0.525565,0.52092
-0.268293,-0.609756,0.582979,0.577735
-0.268293,-0.560976,0.635977,0.630195
-0.268293,-0.512195,0.684559,0.678238
-0.268293,-0.463415,0.728724,0.721939
-0.268293,-0.414634,0.768473,0.761223
-0.268293,-0.365854,0.803805,0.796176
-0.268293,-0.317073,0.83472,0.826712
-0.268293,-0.268293,0.861219,0.852926
-0.268293,-0.219512,0.883302,0.874723
-0.268293,-0.170732,0.900968,0.892204
-0.268293,-0.121951,0.914217,0.905269
-0.268293,-0.0731708,0.92305,0.914022
-0.268293,-0.0243903,0.927467,0.918358
-0.268293,0.0243902,0.927467,0.918385
-0.268293,0.0731707,0.92305,0.913995
-0.268293,0.121951,0.914217,0.905295
-0.268293,0.170732,0.900968,0.892178
-0.268293,0.219512,0.883302,0.874748
-0.268293,0.268293,0.861219,0.852901
-0.268293,0.317073,0.83472,0.826736
-0.268293,0.365854,0.803805,0.796153
-0.268293,0.414634,0.768473,0.761244
-0.268293,0.463415,0.728724,0.721919
-0.268293,0.512195,0.684559,0.678256
-0.268293,0.560976,0.635977,0.630178
-0.268293,0.609756,0.582979,0.57775
-0.268293,0.658537,0.525565,0.520906
-0.268293,0.707317,0.463734,0.459701
-0.268293,0.756098,0.397486,0.394078
-0.268293,0.804878,0.326822,0.324079
-0.268293,0.853658,0.251741,0.249664
-0.268293,0.902439,0.172244,0.170856
-0.268293,0.951219,0.0883303,0.0876324
-0.219512,-0.951219,0.0905951,0.0898754
-0.219512,-0.902439,0.17666,0.175229
-0.219512,-0.853659,0.258196,0.256054
-0.219512,-0.804878,0.335202,0.332373
-0.219512,-0.756098,0.407678,0.404163
-0.219512,-0.707317,0.475624,0.471465
-0.219512,-0.658537,0.539041,0.534236
-0.219512,-0.609756,0.597927,0.592534
-0.219512,-0.560976,0.652284,0.646303
-0.219512,-0.512195,0.702112,0.695611
-0.219512,-0.463415,0.747409,0.74039
-0.219512,-0.414634,0.788177,0.780722
-0.219512,-0.365854,0.824415,0.816524
-0.219512,-0.317073,0.856123,0.847888
-0.219512,-0.268293,0.883302,0.874723
-0.219512,-0.219512,0.905951,0.897128
-0.219512,-0.170732,0.92407,0.915004
-0.219512,-0.121951,0.937659,0.928456
-0.219512,-0.0731708,0.946718,0.937379
-0.219512,-0.0243903,0.951248,0.941881
-0.219512,0.0243902,0.951248,0.941853
-0.219512,0.0731707,0.946718,0.937406
-0.219512,0.121951,0.937659,0.928429
-0.219512,0.170732,0.92407,0.915031
-0.219512,0.219512,0.905951,0.897102
-0.219512,0.268293,0.883302,0.874748
-0.219512,0.317073,0.856123,0.847864
-0.219512,0.365854,0.824415,0.816547
-0.219512,0.414634,0.788177,0.7807
-0.219512,0.463415,0.747409,0.740411
-0.219512,0.512195,0.702112,0.695592
-0.219512,0.560976,0.652285,0.64632
-0.219512,0.609756,0.597928,0.592518
-0.219512,0.658537,0.539041,0.53425
-0.219512,0.707317,0.475624,0.471452
